Mutated class;Mutation type;Mutated method;Is mutant still alive ?
org.apache.commons.codec.language.ColognePhonetic;ifneq is replaced by ifeq;colognePhonetic;FALSE
org.apache.commons.codec.language.ColognePhonetic;ifneq is replaced by ifeq;colognePhonetic;FALSE
org.apache.commons.codec.language.ColognePhonetic;ifeq is replaced by ifneq;colognePhonetic;FALSE
org.apache.commons.codec.language.ColognePhonetic;ifneq is replaced by ifeq;encode;FALSE
org.apache.commons.codec.language.SoundexUtils;ifneq is replaced by ifeq;clean;FALSE
org.apache.commons.codec.language.SoundexUtils;ifeq is replaced by ifneq;clean;FALSE
org.apache.commons.codec.cli.Digest;ifneq is replaced by ifeq;run;TRUE
org.apache.commons.codec.cli.Digest;ifeq is replaced by ifneq;run;TRUE
org.apache.commons.codec.cli.Digest;ifeq is replaced by ifneq;run;TRUE
org.apache.commons.codec.cli.Digest;ifeq is replaced by ifneq;run;TRUE
org.apache.commons.codec.cli.Digest;ifeq is replaced by ifneq;run;TRUE
org.apache.commons.codec.cli.Digest;ifeq is replaced by ifneq;run;TRUE
org.apache.commons.codec.digest.PureJavaCrc32;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32;- is replaced by +;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32C;+ is replaced by -;update;TRUE
org.apache.commons.codec.digest.PureJavaCrc32C;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32C;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32C;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32C;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32C;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32C;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32C;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32C;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32C;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32C;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32C;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32C;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32C;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32C;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32C;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.PureJavaCrc32C;+ is replaced by -;update;TRUE
org.apache.commons.codec.digest.PureJavaCrc32C;+ is replaced by -;update;TRUE
org.apache.commons.codec.digest.PureJavaCrc32C;+ is replaced by -;update;TRUE
org.apache.commons.codec.digest.PureJavaCrc32C;+ is replaced by -;update;TRUE
org.apache.commons.codec.digest.PureJavaCrc32C;+ is replaced by -;update;TRUE
org.apache.commons.codec.digest.PureJavaCrc32C;+ is replaced by -;update;TRUE
org.apache.commons.codec.digest.PureJavaCrc32C;+ is replaced by -;update;TRUE
org.apache.commons.codec.digest.PureJavaCrc32C;+ is replaced by -;update;TRUE
org.apache.commons.codec.digest.Crypt;ifeq is replaced by ifneq;crypt;FALSE
org.apache.commons.codec.digest.Crypt;ifeq is replaced by ifneq;crypt;FALSE
org.apache.commons.codec.digest.Crypt;ifeq is replaced by ifneq;crypt;FALSE
org.apache.commons.codec.digest.Sha2Crypt;ifneq is replaced by ifeq;sha2Crypt;FALSE
org.apache.commons.codec.digest.Sha2Crypt;- is replaced by +;sha2Crypt;FALSE
org.apache.commons.codec.digest.Sha2Crypt;ifeq is replaced by ifneq;sha2Crypt;FALSE
org.apache.commons.codec.digest.Sha2Crypt;- is replaced by +;sha2Crypt;FALSE
org.apache.commons.codec.digest.Sha2Crypt;+ is replaced by -;sha2Crypt;FALSE
org.apache.commons.codec.digest.Sha2Crypt;- is replaced by +;sha2Crypt;FALSE
org.apache.commons.codec.digest.Sha2Crypt;+ is replaced by -;sha2Crypt;FALSE
org.apache.commons.codec.digest.Sha2Crypt;- is replaced by +;sha2Crypt;FALSE
org.apache.commons.codec.digest.Sha2Crypt;+ is replaced by -;sha2Crypt;TRUE
org.apache.commons.codec.digest.Sha2Crypt;- is replaced by +;sha2Crypt;TRUE
org.apache.commons.codec.digest.Sha2Crypt;- is replaced by +;sha2Crypt;FALSE
org.apache.commons.codec.digest.Sha2Crypt;ifeq is replaced by ifneq;sha2Crypt;FALSE
org.apache.commons.codec.digest.Sha2Crypt;ifeq is replaced by ifneq;sha2Crypt;FALSE
org.apache.commons.codec.digest.Sha2Crypt;ifeq is replaced by ifneq;sha2Crypt;FALSE
org.apache.commons.codec.digest.Sha2Crypt;ifeq is replaced by ifneq;sha2Crypt;FALSE
org.apache.commons.codec.digest.Sha2Crypt;ifeq is replaced by ifneq;sha2Crypt;FALSE
org.apache.commons.codec.digest.XXHash32;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.XXHash32;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.XXHash32;+ is replaced by -;update;FALSE
org.apache.commons.codec.digest.XXHash32;+ is replaced by -;update;TRUE
org.apache.commons.codec.digest.XXHash32;- is replaced by +;update;TRUE
org.apache.commons.codec.digest.XXHash32;+ is replaced by -;update;TRUE
org.apache.commons.codec.digest.XXHash32;- is replaced by +;update;FALSE
org.apache.commons.codec.digest.XXHash32;- is replaced by +;update;TRUE
org.apache.commons.codec.digest.XXHash32;+ is replaced by -;getValue;FALSE
org.apache.commons.codec.digest.XXHash32;+ is replaced by -;getValue;FALSE
org.apache.commons.codec.digest.XXHash32;+ is replaced by -;getValue;FALSE
org.apache.commons.codec.digest.XXHash32;+ is replaced by -;getValue;TRUE
org.apache.commons.codec.digest.XXHash32;+ is replaced by -;getValue;FALSE
org.apache.commons.codec.digest.XXHash32;- is replaced by +;getValue;FALSE
org.apache.commons.codec.digest.XXHash32;* is replaced by /;getValue;TRUE
org.apache.commons.codec.digest.XXHash32;+ is replaced by -;getValue;TRUE
org.apache.commons.codec.digest.XXHash32;* is replaced by /;getValue;TRUE
org.apache.commons.codec.digest.XXHash32;* is replaced by /;getValue;TRUE
org.apache.commons.codec.digest.XXHash32;+ is replaced by -;getValue;TRUE
org.apache.commons.codec.digest.XXHash32;* is replaced by /;getValue;TRUE
org.apache.commons.codec.digest.XXHash32;* is replaced by /;getValue;FALSE
org.apache.commons.codec.digest.XXHash32;* is replaced by /;getValue;FALSE
org.apache.commons.codec.digest.XXHash32;+ is replaced by -;initializeState;FALSE
org.apache.commons.codec.digest.XXHash32;+ is replaced by -;initializeState;FALSE
org.apache.commons.codec.digest.XXHash32;+ is replaced by -;initializeState;FALSE
org.apache.commons.codec.digest.XXHash32;- is replaced by +;initializeState;FALSE
org.apache.commons.codec.digest.XXHash32;* is replaced by /;process;FALSE
org.apache.commons.codec.digest.XXHash32;+ is replaced by -;process;FALSE
org.apache.commons.codec.digest.XXHash32;* is replaced by /;process;FALSE
org.apache.commons.codec.digest.XXHash32;+ is replaced by -;process;FALSE
org.apache.commons.codec.digest.XXHash32;* is replaced by /;process;FALSE
org.apache.commons.codec.digest.XXHash32;+ is replaced by -;process;FALSE
org.apache.commons.codec.digest.XXHash32;* is replaced by /;process;FALSE
org.apache.commons.codec.digest.XXHash32;+ is replaced by -;process;FALSE
org.apache.commons.codec.digest.XXHash32;* is replaced by /;process;FALSE
org.apache.commons.codec.digest.XXHash32;+ is replaced by -;process;FALSE
org.apache.commons.codec.digest.XXHash32;* is replaced by /;process;FALSE
org.apache.commons.codec.digest.XXHash32;+ is replaced by -;process;FALSE
org.apache.commons.codec.digest.XXHash32;* is replaced by /;process;FALSE
org.apache.commons.codec.digest.XXHash32;+ is replaced by -;process;FALSE
org.apache.commons.codec.digest.XXHash32;* is replaced by /;process;FALSE
org.apache.commons.codec.digest.XXHash32;+ is replaced by -;fromLittleEndian;FALSE
org.apache.commons.codec.digest.XXHash32;* is replaced by /;fromLittleEndian;FALSE
org.apache.commons.codec.digest.Md5Crypt;ifneq is replaced by ifeq;apr1Crypt;FALSE
org.apache.commons.codec.digest.Md5Crypt;ifneq is replaced by ifeq;md5Crypt;FALSE
org.apache.commons.codec.digest.Md5Crypt;ifeq is replaced by ifneq;md5Crypt;FALSE
org.apache.commons.codec.digest.Md5Crypt;ifeq is replaced by ifneq;md5Crypt;FALSE
org.apache.commons.codec.digest.Md5Crypt;ifeq is replaced by ifneq;md5Crypt;FALSE
org.apache.commons.codec.digest.Md5Crypt;ifeq is replaced by ifneq;md5Crypt;FALSE
org.apache.commons.codec.digest.UnixCrypt;ifneq is replaced by ifeq;crypt;FALSE
org.apache.commons.codec.digest.UnixCrypt;ifeq is replaced by ifneq;crypt;FALSE
org.apache.commons.codec.digest.UnixCrypt;ifneq is replaced by ifeq;crypt;FALSE
org.apache.commons.codec.digest.UnixCrypt;+ is replaced by -;body;FALSE
org.apache.commons.codec.digest.UnixCrypt;+ is replaced by -;byteToUnsigned;FALSE
org.apache.commons.codec.digest.UnixCrypt;+ is replaced by -;dEncrypt;FALSE
org.apache.commons.codec.digest.UnixCrypt;ifeq is replaced by ifneq;desSetKey;FALSE
org.apache.commons.codec.digest.UnixCrypt;- is replaced by +;hPermOp;FALSE
org.apache.commons.codec.digest.UnixCrypt;- is replaced by +;hPermOp;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;decode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;decode;FALSE
org.apache.commons.codec.binary.Base32;ifneq is replaced by ifeq;decode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;decode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;decode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;decode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;decode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;decode;FALSE
org.apache.commons.codec.binary.Base32;ifeq is replaced by ifneq;decode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;decode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;decode;TRUE
org.apache.commons.codec.binary.Base32;+ is replaced by -;decode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;decode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;decode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;decode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;decode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;decode;TRUE
org.apache.commons.codec.binary.Base32;+ is replaced by -;decode;TRUE
org.apache.commons.codec.binary.Base32;+ is replaced by -;decode;TRUE
org.apache.commons.codec.binary.Base32;+ is replaced by -;decode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;decode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;decode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;decode;FALSE
org.apache.commons.codec.binary.Base32;ifneq is replaced by ifeq;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;- is replaced by +;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base32;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Hex;ifeq is replaced by ifneq;decodeHex;FALSE
org.apache.commons.codec.binary.Hex;ifeq is replaced by ifneq;encodeHex;FALSE
org.apache.commons.codec.binary.Hex;ifeq is replaced by ifneq;encodeHex;FALSE
org.apache.commons.codec.binary.Hex;ifeq is replaced by ifneq;decode;FALSE
org.apache.commons.codec.binary.Hex;ifeq is replaced by ifneq;decode;FALSE
org.apache.commons.codec.binary.Hex;ifeq is replaced by ifneq;decode;FALSE
org.apache.commons.codec.binary.Hex;ifeq is replaced by ifneq;encode;FALSE
org.apache.commons.codec.binary.Hex;ifeq is replaced by ifneq;encode;FALSE
org.apache.commons.codec.binary.CharSequenceUtils;ifeq is replaced by ifneq;regionMatches;FALSE
org.apache.commons.codec.binary.CharSequenceUtils;ifeq is replaced by ifneq;regionMatches;FALSE
org.apache.commons.codec.binary.CharSequenceUtils;ifneq is replaced by ifeq;regionMatches;FALSE
org.apache.commons.codec.binary.Base64;ifneq is replaced by ifeq;encode;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base64;- is replaced by +;encode;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;encode;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;decode;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;decode;FALSE
org.apache.commons.codec.binary.Base64;ifneq is replaced by ifeq;decode;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;decode;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;decode;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;decode;FALSE
org.apache.commons.codec.binary.Base64;ifeq is replaced by ifneq;decode;FALSE
org.apache.commons.codec.binary.Base64;ifeq is replaced by ifneq;decode;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;decode;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;decode;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;decode;FALSE
org.apache.commons.codec.binary.Base64;ifneq is replaced by ifeq;isBase64;FALSE
org.apache.commons.codec.binary.Base64;ifneq is replaced by ifeq;isBase64;FALSE
org.apache.commons.codec.binary.Base64;ifneq is replaced by ifeq;encodeBase64;FALSE
org.apache.commons.codec.binary.Base64;ifeq is replaced by ifneq;encodeBase64;FALSE
org.apache.commons.codec.binary.Base64;+ is replaced by -;toIntegerBytes;FALSE
org.apache.commons.codec.binary.Base64;ifeq is replaced by ifneq;toIntegerBytes;TRUE
org.apache.commons.codec.binary.Base64;/ is replaced by *;toIntegerBytes;TRUE
org.apache.commons.codec.binary.Base64;+ is replaced by -;toIntegerBytes;TRUE
org.apache.commons.codec.binary.Base64;/ is replaced by *;toIntegerBytes;TRUE
org.apache.commons.codec.binary.Base64;ifneq is replaced by ifeq;toIntegerBytes;FALSE
org.apache.commons.codec.binary.Base64;/ is replaced by *;toIntegerBytes;FALSE
org.apache.commons.codec.binary.Base64;- is replaced by +;toIntegerBytes;FALSE
org.apache.commons.codec.binary.Base64;/ is replaced by *;toIntegerBytes;FALSE
org.apache.commons.codec.binary.BaseNCodec;- is replaced by +;available;FALSE
org.apache.commons.codec.binary.BaseNCodec;* is replaced by /;resizeBuffer;FALSE
org.apache.commons.codec.binary.BaseNCodec;+ is replaced by -;ensureBufferSize;FALSE
org.apache.commons.codec.binary.BaseNCodec;+ is replaced by -;readResults;FALSE
org.apache.commons.codec.binary.BaseNCodec;ifneq is replaced by ifeq;encode;FALSE
org.apache.commons.codec.binary.BaseNCodec;ifeq is replaced by ifneq;decode;FALSE
org.apache.commons.codec.binary.BaseNCodec;ifeq is replaced by ifneq;decode;FALSE
org.apache.commons.codec.binary.BaseNCodec;ifneq is replaced by ifeq;decode;FALSE
org.apache.commons.codec.binary.BaseNCodec;ifneq is replaced by ifeq;encode;FALSE
org.apache.commons.codec.binary.BaseNCodec;ifneq is replaced by ifeq;encode;FALSE
org.apache.commons.codec.binary.BaseNCodec;- is replaced by +;encode;TRUE
org.apache.commons.codec.binary.BaseNCodec;ifneq is replaced by ifeq;isInAlphabet;FALSE
org.apache.commons.codec.binary.BaseNCodec;ifeq is replaced by ifneq;isInAlphabet;FALSE
org.apache.commons.codec.binary.BaseNCodec;ifneq is replaced by ifeq;isInAlphabet;FALSE
org.apache.commons.codec.binary.BaseNCodec;ifeq is replaced by ifneq;containsAlphabetOrPad;FALSE
org.apache.commons.codec.binary.BaseNCodec;+ is replaced by -;getEncodedLength;FALSE
org.apache.commons.codec.binary.BaseNCodec;- is replaced by +;getEncodedLength;FALSE
org.apache.commons.codec.binary.BaseNCodec;/ is replaced by *;getEncodedLength;FALSE
org.apache.commons.codec.binary.BaseNCodec;* is replaced by /;getEncodedLength;FALSE
org.apache.commons.codec.binary.BaseNCodec;+ is replaced by -;getEncodedLength;FALSE
org.apache.commons.codec.binary.BaseNCodec;- is replaced by +;getEncodedLength;FALSE
org.apache.commons.codec.binary.BaseNCodec;/ is replaced by *;getEncodedLength;FALSE
org.apache.commons.codec.binary.BaseNCodec;* is replaced by /;getEncodedLength;FALSE
org.apache.commons.codec.binary.BaseNCodec;+ is replaced by -;getEncodedLength;FALSE
org.apache.commons.codec.binary.BaseNCodecInputStream;ifeq is replaced by ifneq;available;FALSE
org.apache.commons.codec.binary.BaseNCodecInputStream;+ is replaced by -;read;FALSE
org.apache.commons.codec.binary.BaseNCodecInputStream;+ is replaced by -;read;TRUE
org.apache.commons.codec.binary.BaseNCodecInputStream;ifeq is replaced by ifneq;read;TRUE
org.apache.commons.codec.binary.BaseNCodecInputStream;ifeq is replaced by ifneq;read;FALSE
org.apache.commons.codec.binary.BaseNCodecInputStream;- is replaced by +;skip;FALSE
org.apache.commons.codec.binary.BaseNCodecInputStream;- is replaced by +;skip;FALSE
org.apache.commons.codec.binary.StringUtils;ifeq is replaced by ifneq;equals;TRUE
org.apache.commons.codec.binary.StringUtils;ifeq is replaced by ifneq;equals;FALSE
org.apache.commons.codec.binary.StringUtils;ifeq is replaced by ifneq;equals;FALSE
org.apache.commons.codec.binary.BinaryCodec;ifneq is replaced by ifeq;encode;FALSE
org.apache.commons.codec.binary.BinaryCodec;ifeq is replaced by ifneq;decode;FALSE
org.apache.commons.codec.binary.BinaryCodec;ifeq is replaced by ifneq;decode;FALSE
org.apache.commons.codec.binary.BinaryCodec;ifeq is replaced by ifneq;decode;FALSE
org.apache.commons.codec.binary.BinaryCodec;ifneq is replaced by ifeq;fromAscii;FALSE
org.apache.commons.codec.binary.BinaryCodec;- is replaced by +;fromAscii;FALSE
org.apache.commons.codec.binary.BinaryCodec;- is replaced by +;fromAscii;FALSE
org.apache.commons.codec.binary.BinaryCodec;ifeq is replaced by ifneq;fromAscii;FALSE
org.apache.commons.codec.binary.BinaryCodec;- is replaced by +;fromAscii;FALSE
org.apache.commons.codec.binary.BinaryCodec;- is replaced by +;fromAscii;FALSE
org.apache.commons.codec.binary.BinaryCodec;ifneq is replaced by ifeq;isEmpty;FALSE
org.apache.commons.codec.binary.BinaryCodec;ifeq is replaced by ifneq;toAsciiBytes;FALSE
org.apache.commons.codec.binary.BinaryCodec;- is replaced by +;toAsciiBytes;FALSE
org.apache.commons.codec.binary.BinaryCodec;ifneq is replaced by ifeq;toAsciiBytes;FALSE
org.apache.commons.codec.binary.BinaryCodec;- is replaced by +;toAsciiBytes;FALSE
org.apache.commons.codec.binary.BinaryCodec;- is replaced by +;toAsciiBytes;FALSE
org.apache.commons.codec.binary.BinaryCodec;ifeq is replaced by ifneq;toAsciiChars;FALSE
org.apache.commons.codec.binary.BinaryCodec;- is replaced by +;toAsciiChars;FALSE
org.apache.commons.codec.binary.BinaryCodec;ifneq is replaced by ifeq;toAsciiChars;FALSE
org.apache.commons.codec.binary.BinaryCodec;- is replaced by +;toAsciiChars;FALSE
org.apache.commons.codec.binary.BinaryCodec;- is replaced by +;toAsciiChars;FALSE
org.apache.commons.codec.binary.BaseNCodecOutputStream;+ is replaced by -;write;TRUE
org.apache.commons.codec.binary.BaseNCodecOutputStream;ifeq is replaced by ifneq;write;FALSE
org.apache.commons.codec.binary.BaseNCodecOutputStream;ifeq is replaced by ifneq;flush;TRUE
org.apache.commons.codec.binary.BaseNCodecOutputStream;ifeq is replaced by ifneq;eof;FALSE
